0,2,15.2
2,5,15.9
5,6,16.55
6,7,17.20
7,8,17.85
8,9,18.5
9,10,19.15
10,11,19.8
11,12,20.45
12,13,21.10
13,14,21.75
14,15,22.4
15,16,23.05
16,17,23.7
17,18,24.35
18,19,25
19,20,25.65
