0,2,18.2
2,5,18.7
5,6,19.5
6,7,20.20
7,8,20.85
8,9,21.5
9,10,22.15
10,11,22.8
11,12,23.45
12,13,24.10
13,14,24.75
14,15,25.4
15,16,26.05
16,17,26.70
17,18,27.35
18,19,28
19,20,28.65
20,21,29.30
21,22,29.95
22,23,30.6
23,24,31.25
24,25,31.9
25,26,32.55
26,27,33.2
27,28,33.85
28,29,34.5
29,30,35.15
